"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","ID"
0.156135066915593,-0.945447837591592,-1.1715878617733,0.550981844834976,1.7071377875332,-0.504971485855502,0.301436847439042,0.945941518178119,-0.865032045350454,1.22309085928628,-1.6494836707392,0.553135305668862,-0.335517156977752,-0.00845154886605576,0.425216951525495,0.375933956101304,0.456586829822611,1
0.0581504000122094,-0.20918292993781,-0.132846201895369,0.0710943572917338,1.20644451386095,-0.644622704607628,0.162229389210141,-0.011520467247685,-0.171221498205942,0.317937319688381,0.173379551814458,0.139716224245012,0.163519824580773,-0.721815774531946,-0.518979960648319,0.102630801806094,0.35023621830165,2
-0.125699089302568,1.06426500405139,-0.959807636976228,1.93570298448794,0.588470413400046,0.424433685443456,-0.656535901385975,-0.383396838513341,-0.141679894463112,1.07119315821181,0.173132036583316,0.289074798759799,-0.465721988732306,0.306159996830866,-1.07606212722238,-0.228535828347332,0.0446746814253459,3
-3.37905041784297,-0.617683513936557,-0.573766034794639,-0.433198570158113,0.464920561220556,0.843485022846123,-1.43077905579315,0.401512695985556,-0.469143905215679,0.115147175414658,-1.24335043825471,0.212583410516471,-0.39018294601582,0.337271888034669,0.186185425993803,0.0732198947364752,0.014602843692217,4
2.41200311704805,0.419269115387547,-0.275606665234477,-0.341763788180555,0.459313844417739,0.0920484918776118,0.39360339683199,-0.115215042525379,-0.355263305690069,-0.0132824905978528,-0.00333656202958727,-0.00537839283007491,-0.0810581543386217,-0.432036792455497,-0.12761588660707,-0.0621891982674965,0.268076916442071,5
-1.16572962752165,-1.02113476021346,-1.28668096163959,-0.686110621766076,-0.117519520135423,-0.380462799042332,0.47715289745267,-0.0329272337544939,-1.14142733839847,0.545007320708273,-0.0450394912730133,0.217808860286315,-0.355679891789535,-0.586177688026852,-0.180572637219953,0.406806388845447,0.255067628335919,6
2.41200311704805,0.419269115387547,-0.275606665234477,-0.341763788180555,0.459313844417739,0.0920484918776118,0.39360339683199,-0.115215042525379,-0.355263305690069,-0.0132824905978528,-0.00333656202958727,-0.00537839283007491,-0.0810581543386217,-0.432036792455497,-0.12761588660707,-0.0621891982674965,0.268076916442071,7
-2.69220510813206,-0.903957198083933,1.63065832027889,-0.322273337509017,-0.0120340122461593,-0.192824258468484,-0.941788350916895,-0.912062510928031,0.791396480977472,0.458697199927201,1.77420587249445,-0.574841998720223,-0.207984943159424,0.37991666945642,0.0382469015388027,-0.625177574265829,0.455250257479595,8
2.64683704251045,0.245583774856219,1.14857788112922,0.488278398628281,-0.734934733878662,0.863900392239749,0.362159986225854,-0.529175682385529,0.345791630152916,0.028560820887707,0.353394387187514,0.410211911837349,0.182882890505678,0.898104144776863,0.298253446158231,0.0721812780096954,0.626495619485172,9
-4.46794395393131,0.493410625167198,0.626273063775674,0.436801020729657,-0.000455965301681432,-0.918273601685986,-1.98810565618565,-0.766501584290676,-0.338641773258789,-0.254321876891663,0.3299850199586,0.195327824273711,0.331820659043024,0.428222954077717,0.681178917260825,0.0364785538450538,0.52213470064194,10
-1.91240735560517,-1.09640340941316,1.07054966190664,0.0425900553658476,-0.78705001226988,-0.0981448784919851,-1.55094201003431,1.06816464756673,-0.468651174206071,0.450735702432441,0.940961012261727,0.342727116683597,0.816031317850974,-0.388475153034391,0.975979757269244,-0.269743860540225,-0.328532414969327,11
-1.99471455526648,-0.357399922859246,-1.43180895937819,-1.24180527671761,-1.30212464704164,-0.415740051779844,-0.322999777072127,-0.0397836228369914,-0.933543263428541,0.773054199744822,0.00536762024373252,0.0236086353022869,0.0619988240158052,-0.294026243954541,-0.094103231774358,0.698326076919442,0.0863235606164403,12
-2.34179861294531,-0.624732715424921,-0.673434528566814,0.935666165525116,0.596144132331174,2.54800640633146,0.948449792746425,-0.127629725410336,0.685234984538798,-0.18212499277726,-0.111322072754534,-0.0619545419915912,0.621106036721188,0.222426709624699,0.413715166188417,-0.486320391566349,-0.235404048305923,13
-2.15814147512673,-1.59336906101998,-1.05951714922955,-1.23493165685453,1.32649309824947,-0.934186731316896,0.83174124627701,0.0927160154313003,0.371320849133322,0.621276499502622,0.177884467394136,0.254386633775533,-0.679627283697025,0.17627372672399,-0.238872204536003,0.419508826847169,0.516153453570103,14
-1.39614455737117,-0.42810530212471,0.0325041456651007,-0.0514728432670975,0.427086555916428,1.17776827567693,-0.371276775757114,0.0198866502376025,-0.97320172485029,-0.841763108560553,-0.066545480693966,-1.10075436253719,-0.559110022897748,-0.0734482924239823,0.307770673679102,0.0869796667100051,0.293162851755351,15
-0.245895627339272,-0.79456594821557,0.275820636403166,0.273620544594084,-0.908568399568616,0.43257073490772,-0.395228625616617,-0.30455180363237,-0.761292264851524,-0.716962603513041,0.821442344052914,0.078088249271928,0.130748759302136,-0.803562342134974,0.0147836682515695,-0.398851036277021,-0.881997008494272,16
-0.504397998009165,-3.99793353410934,-0.0668952516189077,0.0817364181881482,-0.674298814597737,-0.72784900902282,2.54842037777303,-0.0796445112882314,0.588422512006954,-0.536005468456916,-0.437866929350323,-0.670946500154283,-0.464194305435851,0.0950310049213232,-0.272317413068833,-0.0154084094088986,-0.393069447777383,17
1.59583465141559,1.37587204324913,-1.59590456207776,1.04822932051216,0.137436322556157,-0.855424116285871,0.0875291653787975,2.49238915365422,0.0154840926489072,-1.484545331207,0.82420050095652,0.775562105374924,0.510148695731848,0.277283902628342,0.437819848253505,0.583814788427568,0.0162691184856215,18
-0.913038518064789,-1.50054169975067,-3.07822871306763,-0.273051139851311,-0.0598308740904877,-1.78004221510762,0.0407878828943408,-0.0421781201764054,0.696944779825284,0.40152945134367,0.579871219331314,-1.63837591712502,-1.67106730633262,0.737146165586472,-0.00332880695562542,-0.367817199709351,0.275880276007385,19
-1.19780126332271,-1.05678732745799,1.18229263004094,-1.2947098645785,-0.503559151633142,0.515309046349831,1.11918409187637,-1.0548151226055,-0.410675976278002,-1.09343904971755,-0.0457077461846567,-0.270408022669938,-0.535240465473949,0.0128175674878712,0.352701909951763,0.0439685393906754,0.581016183765933,20
0.930358470045091,0.71647147498288,1.50183959756823,-0.0878363480979079,0.129943807934415,-0.856649303304929,-0.0449978775545597,-0.467888291699408,-0.180113480692265,0.84430327190139,0.0797301946592403,1.37880093366791,-0.224962081244255,0.639728282720392,-0.242577541093732,0.644822750861109,-0.0194303015396705,21
-1.4854180181792,0.49170792308482,-0.347269466569784,0.336388770164428,0.957241493880535,-0.298357889678807,0.688939236922446,0.701399240345863,-0.614060860280567,0.363669769641841,0.806714978802472,1.38829226473261,0.0695012473139972,-0.368919075528813,-0.435637876083301,0.311578402196979,0.107668956777451,22
1.32025043576688,-0.121021782429449,1.00745375307464,-0.561753255619107,-0.661287107628047,0.224864372009386,0.627695129036894,1.25446761140368,1.57491816060581,-0.442096178633141,-1.30176178471258,-0.0639579274488375,-0.279765721922949,-0.0457048369592599,-0.0384779859223478,0.867450470665387,0.259982829629349,23
-3.53229548045113,0.319152698823436,-2.44186012629315,0.269611160560182,0.265119064631871,-0.451323565920271,-0.638869940263728,-0.518829583781382,-0.0930602781331318,0.310329401606554,-0.170846305713741,0.432832292508081,0.00490796261522222,-0.0790675898644599,0.158381692719921,0.0363322239661839,0.293188699353029,24
-2.54402508139464,0.728155777126514,-0.178430766139989,0.31424702117874,-0.98281992104554,0.0333980931114288,0.320512869909488,-0.1923269753122,0.35465753519465,0.673620030833098,0.821735633608902,-0.0545780953253045,0.49319396039529,0.466518436538177,0.969497355477554,-0.0634300617105046,0.490614249807543,25
-1.62375456205627,-3.69999019110583,-1.02206945441283,-1.71381482596401,-1.30767665072084,-0.448147441498195,0.0339281273655206,2.93634979566496,-0.594791620267925,-1.14321728670516,0.928936177460169,-0.257445072067631,0.54236420056668,0.310332171127162,0.730946006308336,-0.245861412426681,0.275983942730047,26
