"UMAP1","UMAP2","ID"
-0.417222905353381,-0.253463015302684,1
-0.086480083945491,-0.658750551858592,2
0.425547749224474,-0.00367523631280514,3
-1.06973230836468,2.71682438449492,4
0.296794155610412,-3.10922874849287,5
1.00546502215548,2.52831893875621,6
0.0599060278367737,-2.97109772593967,7
-0.218367293244936,2.60974517722856,8
0.450755176356748,-2.88968328538172,9
-1.27484969381678,2.50121676608314,10
0.370625227978254,2.14934110865691,11
-0.424418828957208,2.35264378664928,12
-0.0836025960917445,1.48396631954622,13
0.66889563500483,2.85358574516098,14
0.28404506356529,1.42820245204183,15
0.880869944431598,0.879247459906966,16
1.02438782086778,1.92170263353998,17
0.525737320725052,-0.32210061144302,18
0.847991656264115,2.76572763951824,19
0.933238464641753,1.88331920360156,20
-0.593186154856363,-1.07047668626658,21
-0.596037108021021,0.364611976952682,22
0.12485060822559,-1.51949998404345,23
-1.23508343147066,2.45712895422413,24
-1.08659361197761,1.66976240762287,25
0.483244143063545,2.32140015013768,26
-0.16912173219848,-2.79698966023974,27
-0.998679301581977,0.919378848775976,28
0.388664459563957,-1.30336957736803,29
0.172646675030863,2.2870149666577,30
-0.0481148742865624,-0.0555737506537601,31
-0.468528997890846,-3.00185025076315,32
0.496308668711398,-3.06830041826817,33
-1.2016289606757,2.62197245352225,34
-0.785828312560209,2.64264706537336,35
1.46977151657381,0.701615003819708,36
-0.452434621629338,1.24372719384109,37
0.494962074533411,-2.28496531248881,38
-0.205177395076019,0.900056703742699,39
-0.659816644504481,2.72157908089676,40
0.65481178699273,1.27621153731967,41
-0.239353961007691,2.09650931244014,42
0.611466080726577,-2.68684740639886,43
0.839663588158787,2.07502964995333,44
-0.506395093164902,3.07385467257176,45
0.628182384586288,0.299775353641609,46
-0.43514796394492,1.99807668055908,47
0.91740462277252,-0.287623367814775,48
0.014518887321895,1.65105336632484,49
0.734301089255975,2.32298676030638,50
-1.44817680492356,1.50835356106669,51
0.836917914044842,0.508457951389702,52
0.473877261134699,0.328728714591099,53
-0.501514627156945,1.64641212060612,54
-0.365226046615198,3.00491018181894,55
0.878101243752592,0.152489268805369,56
-1.47159071559883,1.32959045291106,57
0.633163904375358,-3.74495505866293,58
0.201528708779441,-2.61421710309512,59
0.377750936122359,-2.61658026186101,60
0.590100438720365,-0.732984225292053,61
-0.00192860905080039,1.08085771844028,62
-1.35795468237527,1.53085501193842,63
0.187306412438395,0.787165670343356,65
0.0681421895300274,-1.07582063770981,66
-1.63468131254375,1.2274106669301,67
0.205072478114822,-3.55087071486725,68
-1.57120416906404,2.04317109132085,69
0.0488663405350453,-2.02352404246017,70
-0.207416590917499,1.52060285271395,71
-0.738218176641696,-2.28651300733924,72
0.531257339427176,-2.54436590147975,73
-0.130566606723633,-3.43089623857743,74
1.38001642171747,2.36672425124094,75
-0.954421336099193,2.93676000501205,76
-0.413495926711702,-3.19003205593063,77
-1.08280263989867,0.476244052301187,78
0.238070651001082,-3.66209780807976,79
0.581083290394116,-3.93532940160489,80
0.913988989674808,1.7224306548948,81
-0.682222194889137,-2.0647588681411,82
0.361879453543955,0.900628792734494,83
0.52822673347781,1.24828832213513,84
0.102135703543849,-0.178714983999563,85
-1.56187443240974,1.06842430038453,86
-0.220477834317568,-3.7203424622252,87
0.198871283878499,-2.91155396732216,88
0.605327272126057,-3.18940077471192,89
-0.259953362016288,0.556897713249687,90
0.78479456808896,-3.90237645708093,91
0.273183338090312,0.333769429893288,92
-0.727854920128503,1.2288440987868,93
-0.464066268967648,0.138723938637296,94
-0.114039707740363,-2.71210658806039,95
-0.252169636906698,2.88365397553245,96
-0.894659496255854,0.43404617965554,97
0.459637231958472,-3.92377076551277,98
0.922482018273355,-0.895781303427942,99
1.39139771647663,1.34413715360024,100
0.813824630075757,-0.260347352628662,101
-0.218985349766622,-3.22530914044191,102
0.394310162196948,1.51029964032032,103
0.884595154112936,-1.82053235426886,104
0.258924535214902,-2.40869450746833,105
-0.0886406406040884,-3.56799665743676,106
-0.225331290618599,-1.97414315229911,107
-0.155854541781247,1.37993020253031,108
-0.928760375656813,-0.46953034663119,109
