"cluster","Org_Structure_Employees","Org_Structure_Locations","Org_Structure_Depts","Org_Structure_Layers"
"1",119.166666666667,3.75,17.75,3.41666666666667
"2",16.7014925373134,3.7910447761194,5.53731343283582,2.94029850746269
"3",14.7586206896552,2.89655172413793,5.37931034482759,3.51724137931034
