"cluster","Org_Structure_Employees","Org_Structure_Locations","Org_Structure_Depts","Org_Structure_Layers"
"1",1.68342911877395,0.120614035087719,2.46323529411765,1.51041666666667
"2",0.211228341053354,0.12241424456664,0.667251975417033,1.21268656716418
"3",0.183313515655965,0.0831820931639443,0.644016227180527,1.57327586206897
