"cluster","Org_Structure_Employees","Org_Structure_Locations","Org_Structure_Depts","Org_Structure_Layers"
"1",0.444827586206897,0.125146198830409,0.929411764705882,1.2
"2",0.191135492859631,0.0810738968633705,0.704099821746881,1.66666666666667
