"cluster","Org_Structure_Employees","Org_Structure_Locations","Org_Structure_Depts","Org_Structure_Layers"
"1",32.96,3.85333333333333,7.32,2.92
"2",15.3030303030303,2.84848484848485,5.78787878787879,3.66666666666667
